Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
torso,0.021233292580856,0.00424774532776828,0.0211603899210186,0,0,0,10.0920199253998,0.0490001959960526,1.18463381391194E-05,3.84106883468508E-05,0.0244327607833485,2.61770285859371E-05,0.0367708442074949,0,0,0,0,0,0,package://whole_body/meshes/torso.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/torso.STL,,torso-2,torso_cs,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
lhip,-0.0127242919097441,0.0391478928927731,-6.25788216072065E-05,0,0,0,1.72847981565814,0.00210340894953867,-0.000212002370477787,4.80251209462817E-06,0.00369494381537267,3.84977485879186E-06,0.00228494505979543,0,0,0,0,0,0,package://whole_body/meshes/lhip.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/lhip.STL,,lhip-1,left_cs,lhip_axis,lhiproll,revolute,0.0825393836910579,0.130000000000201,-0.110000000000002,0,0,0,torso,-1,0,0,0,0,-0.5236,0.7854,,,,,,,,
lfem,0.00431829859295008,-0.0260704036596806,-0.0529236797367921,0,0,0,2.78718526307603,0.0147987387010886,6.65737346637421E-06,0.000457867893997695,0.0169699921545687,-8.32569784576937E-05,0.00241738203960412,0,0,0,0,0,0,package://whole_body/meshes/lfem.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/lfem.STL,,lfem-1,left_cs,lfem_axis,lfempitch,revolute,0,0,0,0,0,0,lhip,0,1,0,0,0,-0.4363,2.0071,,,,,,,,
ltib,0.00222129012703792,-0.00446929118510561,-0.237933879438969,0,0,0,1.0500564212854,0.0066910207263451,-2.62624569769319E-06,-0.000128018444544815,0.00717150650357898,-7.24965152638295E-05,0.000533923011360936,0,0,0,0,0,0,package://whole_body/meshes/ltib.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/ltib.STL,,ltib-1,ltib_cs,ltib_axis,ltibpitch,revolute,0,-0.00600000000019688,-0.299999999999998,0,0,0,lfem,0,-1,0,0,0,-0.0873,2.5045,,,,,,,,
lwheel,2.720063063677E-10,0.0363483801784566,8.53751513929524E-10,0,0,0,1.69025385505879,0.0117193109453085,4.12685077083585E-13,3.12546116307158E-13,0.0229939272136885,-1.23953444622175E-11,0.0117193109477233,0,0,0,0,0,0,package://whole_body/meshes/lwheel.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/lwheel.STL,,lwheel-2,lwheel_cs,lwheel_axis,lwheelroll,revolute,0,0.0205000000000024,-0.300000000000001,0,0,0,ltib,0,-1,0,0,0,0,0,,,,,,,,
rhip,-0.0127300857649623,-0.0391501592906745,-5.8016791812443E-05,0,0,0,1.72822168389624,0.00210292793775623,0.000211672649183785,4.48387142155023E-06,0.00369281489887204,-3.73882346221131E-06,0.00228314765897392,0,0,0,0,0,0,package://whole_body/meshes/rhip.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/rhip.STL,,rhip-1,right_cs,rhip_axis,rhiproll,revolute,0.0825393836910581,-0.1299999999998,-0.110000000000008,0,0,0,torso,-1,0,0,0,0,-0.5236,0.7854,,,,,,,,
rfem,0.00435727630116844,0.0260084043812509,-0.0531314385053562,0,0,0,2.79196552226866,0.014844757177216,-7.06708344033355E-06,0.000460436674581768,0.0170273488288543,8.50656425593341E-05,0.00242917889669735,0,0,0,0,0,0,package://whole_body/meshes/rfem.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/rfem.STL,,rfem-1,right_cs,rfem_axis,rfempitch,revolute,0,0,0,0,0,0,rhip,0,-1,0,0,0,-0.4363,2.0071,,,,,,,,
rtib,0.00222167381126098,0.00446933316072379,-0.237952147571988,0,0,0,1.05005403529975,0.00669102637153513,2.62309855001491E-06,-0.000127735757505602,0.00717151107801387,7.25432257745437E-05,0.000533921708042372,0,0,0,0,0,0,package://whole_body/meshes/rtib.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/rtib.STL,,rtib-1,rtib_cs,rtib_axis,rtibpitch,revolute,0,0.00599999999980222,-0.299999999999994,0,0,0,rfem,0,1,0,0,0,-0.0873,2.5045,,,,,,,,
rwheel,4.05253731933231E-07,-0.0363483801984641,-5.85611115155871E-10,0,0,0,1.6902538535631,0.011719310947871,-1.2549410398245E-07,-8.75584772803864E-13,0.0229939272122282,-1.24964395385382E-11,0.0117193109466066,0,0,0,0,0,0,package://whole_body/meshes/rwheel.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://whole_body/meshes/rwheel.STL,,rwheel-2,rwheel_cs,rwheel_axis,rwheelroll,revolute,0,-0.0204999999999983,-0.3,0,0,-1.1131051184215E-05,rtib,-1.1131051182417E-05,0.99999999993805,0,0,0,0,0,,,,,,,,
